name,rating,price,type,color,power supply,side panel,"external 5.25"" bays","internal 3.5"" bays",link
Rosewill THRONE-G-Window ATX Full Tower Case,5.0,,ATX Full Tower,Gunmetal,None,Acrylic,2,10,https://www.amazon.com/s?k=Rosewill+THRONE-G-Window+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Gigabyte GZ-ZSUCWP ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,8,https://www.amazon.com/s?k=Gigabyte+GZ-ZSUCWP+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cougar MX500 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,7,https://www.amazon.com/s?k=Cougar+MX500+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Enermax ECA3310A ATX Mid Tower Case,,,ATX Mid Tower,White,None,Acrylic,3,7,https://www.amazon.com/s?k=Enermax+ECA3310A+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone LC17-B HTPC Case,,,HTPC,Black,None,None,2,6,https://www.amazon.com/s?k=Silverstone+LC17-B+HTPC+Case&tag=bgfg-pc-builder-us-20
Silverstone LC20-B HTPC Case,,,HTPC,Black,None,None,2,6,https://www.amazon.com/s?k=Silverstone+LC20-B+HTPC+Case&tag=bgfg-pc-builder-us-20
XClio XCLIO 777Color ATX Full Tower Case,,,ATX Full Tower,Black,None,None,3,8,https://www.amazon.com/s?k=XClio+XCLIO+777Color+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Xion AXP970-001BK ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,3,https://www.amazon.com/s?k=Xion+AXP970-001BK+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Zalman HD160XT-S HTPC Case,,,HTPC,Silver / Gray,None,None,1,5,https://www.amazon.com/s?k=Zalman+HD160XT-S+HTPC+Case&tag=bgfg-pc-builder-us-20
Zalman HD503 HTPC Case,,,HTPC,Black,None,None,2,3,https://www.amazon.com/s?k=Zalman+HD503+HTPC+Case&tag=bgfg-pc-builder-us-20
Antec P193 V3 ATX Full Tower Case,3.0,,ATX Full Tower,Black,None,None,4,6,https://www.amazon.com/s?k=Antec+P193+V3+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone SG06BB-450 Mini ITX Desktop Case w/450 W Power Supply,,,Mini ITX Desktop,Black,450 W,None,N/A,1,https://www.amazon.com/s?k=Silverstone+SG06BB-450+Mini+ITX+Desktop+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
Lian Li LanCool PC-K57 ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,None,3,3,https://www.amazon.com/s?k=Lian+Li+LanCool+PC-K57+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win BK644 MicroATX Mini Tower Case w/300 W Power Supply,,,MicroATX Mini Tower,Black,300 W,None,1,1,https://www.amazon.com/s?k=In+Win+BK644+MicroATX+Mini+Tower+Case+w%2F300+W+Power+Supply&tag=bgfg-pc-builder-us-20
Enermax Spinerex ATX Full Tower Case,,,ATX Full Tower,Black,None,None,5,8,https://www.amazon.com/s?k=Enermax+Spinerex+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
HEC 63R3BB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,4,https://www.amazon.com/s?k=HEC+63R3BB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win BUC ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,5,https://www.amazon.com/s?k=In+Win+BUC+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win C583T.D400TBL ATX Mid Tower Case w/400 W Power Supply,,,ATX Mid Tower,Black / Silver,400 W,None,3,3,https://www.amazon.com/s?k=In+Win+C583T.D400TBL+ATX+Mid+Tower+Case+w%2F400+W+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax Atlas ATX Mid Tower Case,,,ATX Mid Tower,Blue / Black,None,Acrylic,4,4,https://www.amazon.com/s?k=Raidmax+Atlas+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax ATX-298WBP ATX Mid Tower Case w/500 W Power Supply,4.0,,ATX Mid Tower,Black,500 W,Acrylic,4,4,https://www.amazon.com/s?k=Raidmax+ATX-298WBP+ATX+Mid+Tower+Case+w%2F500+W+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax Typhoon ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,5,https://www.amazon.com/s?k=Raidmax+Typhoon+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Aztec ATX Mid Tower Case,,,ATX Mid Tower,Black / Yellow,None,Acrylic,4,4,https://www.amazon.com/s?k=Raidmax+Aztec+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone RV03B-W ATX Full Tower Case,4.5,,ATX Full Tower,Black / White,None,Acrylic,7,4,https://www.amazon.com/s?k=Silverstone+RV03B-W+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake V9 BlacX ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,3,5,https://www.amazon.com/s?k=Thermaltake+V9+BlacX+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Xigmatek Utgard ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,9,4,https://www.amazon.com/s?k=Xigmatek+Utgard+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Trooper ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,4,6,https://www.amazon.com/s?k=Apevia+X-Trooper+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Trooper-Jr ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,2,3,https://www.amazon.com/s?k=Apevia+X-Trooper-Jr+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Trooper-Jr ATX Mid Tower Case w/450 W Power Supply,,,ATX Mid Tower,Black,450 W,Acrylic,2,3,https://www.amazon.com/s?k=Apevia+X-Trooper-Jr+ATX+Mid+Tower+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
HEC 6T10LOH400 MicroATX Mini Tower Case w/400 W Power Supply,,,MicroATX Mini Tower,Black,400 W,None,2,2,https://www.amazon.com/s?k=HEC+6T10LOH400+MicroATX+Mini+Tower+Case+w%2F400+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win BM639.AD160TBL Mini ITX Tower Case w/160 W Power Supply,,,Mini ITX Tower,Black,160 W,None,1,1,https://www.amazon.com/s?k=In+Win+BM639.AD160TBL+Mini+ITX+Tower+Case+w%2F160+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win EM020.T350SL MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black / Silver,None,None,2,2,https://www.amazon.com/s?k=In+Win+EM020.T350SL+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-A05FNA ATX Mid Tower Case,,,ATX Mid Tower,Silver,None,None,2,3,https://www.amazon.com/s?k=Lian+Li+PC-A05FNA+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-A71F USB3.0 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,5,10,https://www.amazon.com/s?k=Lian+Li+PC-A71F+USB3.0+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-V600F MicroATX Mini Tower Case,,,MicroATX Mini Tower,Silver,None,None,2,5,https://www.amazon.com/s?k=Lian+Li+PC-V600F+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Logisys CS305BK ATX Mid Tower Case w/480 W Power Supply,,,ATX Mid Tower,Black,480 W,None,4,5,https://www.amazon.com/s?k=Logisys+CS305BK+ATX+Mid+Tower+Case+w%2F480+W+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax ATX-298WW ATX Mid Tower Case,3.7,,ATX Mid Tower,Black / White,None,Acrylic,4,4,https://www.amazon.com/s?k=Raidmax+ATX-298WW+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
nMEDIAPC HTPC 1080P HTPC Case,,,HTPC,Black,None,None,1,3,https://www.amazon.com/s?k=nMEDIAPC+HTPC+1080P+HTPC+Case&tag=bgfg-pc-builder-us-20
nMEDIAPC HTPC 3000B HTPC Case,,,HTPC,Black,None,None,1,6,https://www.amazon.com/s?k=nMEDIAPC+HTPC+3000B+HTPC+Case&tag=bgfg-pc-builder-us-20
Fractal Design Core 3000 ATX Mid Tower Case,3.5,,ATX Mid Tower,Black,None,None,2,6,https://www.amazon.com/s?k=Fractal+Design+Core+3000+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Fractal Design Define XL ATX Full Tower Case,,,ATX Full Tower,Black / Gray,None,None,4,10,https://www.amazon.com/s?k=Fractal+Design+Define+XL+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey PS2-3268 ATX Mid Tower Case,,,ATX Mid Tower,Black / Silver,None,None,4,4,https://www.amazon.com/s?k=Sentey+PS2-3268+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey DS1-4237 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Sentey+DS1-4237+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax ATX-615WUP ATX Mid Tower Case w/500 W Power Supply,,,ATX Mid Tower,Black / Blue,500 W,None,4,4,https://www.amazon.com/s?k=Raidmax+ATX-615WUP+ATX+Mid+Tower+Case+w%2F500+W+Power+Supply&tag=bgfg-pc-builder-us-20
Diablotek ELITE ATX Mid Tower Case w/450 W Power Supply,4.0,,ATX Mid Tower,Black,450 W,None,2,2,https://www.amazon.com/s?k=Diablotek+ELITE+ATX+Mid+Tower+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey BX1-4246 v2.1 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Sentey+BX1-4246+v2.1+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Linkworld 43706-228FU+P04 MicroATX Mid Tower Case w/430 W Power Supply,,,MicroATX Mid Tower,Black,430 W,None,2,2,https://www.amazon.com/s?k=Linkworld+43706-228FU%2BP04+MicroATX+Mid+Tower+Case+w%2F430+W+Power+Supply&tag=bgfg-pc-builder-us-20
Diablotek LEGEND ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,2,https://www.amazon.com/s?k=Diablotek+LEGEND+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey GS-6400 - ARVINA ATX Full Tower Case,,,ATX Full Tower,Black,None,None,5,5,https://www.amazon.com/s?k=Sentey+GS-6400+-+ARVINA+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey CS1-1399 ATX Mid Tower Case w/250 W Power Supply,,,ATX Mid Tower,Black,250 W,None,3,2,https://www.amazon.com/s?k=Sentey+CS1-1399+ATX+Mid+Tower+Case+w%2F250+W+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey PS2-3270 ATX Mid Tower Case w/250 W Power Supply,,,ATX Mid Tower,Black / Silver,250 W,None,4,4,https://www.amazon.com/s?k=Sentey+PS2-3270+ATX+Mid+Tower+Case+w%2F250+W+Power+Supply&tag=bgfg-pc-builder-us-20
Azza Toledo 301 ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Azza+Toledo+301+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Merc Beta ATX Mid Tower Case,4.0,,ATX Mid Tower,Black,None,None,3,6,https://www.amazon.com/s?k=BitFenix+Merc+Beta+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Shinobi Window ATX Mid Tower Case,5.0,,ATX Mid Tower,White,None,Acrylic,3,7,https://www.amazon.com/s?k=BitFenix+Shinobi+Window+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
nMEDIAPC HTPC 5000S HTPC Case,,,HTPC,Black,None,None,1,4,https://www.amazon.com/s?k=nMEDIAPC+HTPC+5000S+HTPC+Case&tag=bgfg-pc-builder-us-20
Antec Solo II ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,None,2,3,https://www.amazon.com/s?k=Antec+Solo+II+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Fractal Design Define R3 ATX Mid Tower Case,4.5,,ATX Mid Tower,Black / Gray,None,None,2,8,https://www.amazon.com/s?k=Fractal+Design+Define+R3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-V353 HTPC Case,,,HTPC,Black,None,None,1,2,https://www.amazon.com/s?k=Lian+Li+PC-V353+HTPC+Case&tag=bgfg-pc-builder-us-20
Apevia X-Telstar ATX Full Tower Case,,,ATX Full Tower,Black,None,Acrylic,5,5,https://www.amazon.com/s?k=Apevia+X-Telstar+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Dreamer ATX Mid Tower Case w/420 W Power Supply,,,ATX Mid Tower,Blue,420 W,Acrylic,4,5,https://www.amazon.com/s?k=Apevia+X-Dreamer+ATX+Mid+Tower+Case+w%2F420+W+Power+Supply&tag=bgfg-pc-builder-us-20
Cougar 6XR9 ATX Mid Tower Case,,,ATX Mid Tower,Black / White,None,None,6,4,https://www.amazon.com/s?k=Cougar+6XR9+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Gigabyte GZ-F2HEB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,5,https://www.amazon.com/s?k=Gigabyte+GZ-F2HEB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
HEC 6K11BB MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black,None,None,2,1,https://www.amazon.com/s?k=HEC+6K11BB+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
XClio Touch 320 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,8,https://www.amazon.com/s?k=XClio+Touch+320+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Azza Hurrican 2000R ATX Full Tower Case,5.0,,ATX Full Tower,Black,None,Acrylic,4,6,https://www.amazon.com/s?k=Azza+Hurrican+2000R+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Enermax Fulmo Advance ATX Mid Tower Case,3.0,,ATX Mid Tower,Black,None,None,4,6,https://www.amazon.com/s?k=Enermax+Fulmo+Advance+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win MANA136 WHITE ATX Mid Tower Case w/300 W Power Supply,,,ATX Mid Tower,White / Black,300 W,Acrylic,3,N/A,https://www.amazon.com/s?k=In+Win+MANA136+WHITE+ATX+Mid+Tower+Case+w%2F300+W+Power+Supply&tag=bgfg-pc-builder-us-20
Lian Li PC-C37U HTPC Case w/300 W Power Supply,,,HTPC,Black,300 W,None,1,2,https://www.amazon.com/s?k=Lian+Li+PC-C37U+HTPC+Case+w%2F300+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win Dragon Rider ATX Full Tower Case,,,ATX Full Tower,White / Black,None,None,5,6,https://www.amazon.com/s?k=In+Win+Dragon+Rider+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey GS-6000 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,4,https://www.amazon.com/s?k=Sentey+GS-6000+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey GS-6500 ATX Full Tower Case,5.0,,ATX Full Tower,Black,None,None,5,5,https://www.amazon.com/s?k=Sentey+GS-6500+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey CS1-1397 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,2,https://www.amazon.com/s?k=Sentey+CS1-1397+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sigma ATLANTIS ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Sigma+ATLANTIS+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sigma ATLANTIS ATX Mid Tower Case,,,ATX Mid Tower,Blue,None,None,4,4,https://www.amazon.com/s?k=Sigma+ATLANTIS+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sigma ATLANTIS ATX Mid Tower Case,,,ATX Mid Tower,Silver,None,None,4,4,https://www.amazon.com/s?k=Sigma+ATLANTIS+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey GS-6050 Halcon ATX Mid Tower Case,2.0,,ATX Mid Tower,Black,None,None,3,4,https://www.amazon.com/s?k=Sentey+GS-6050+Halcon+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Logisys CS309Bk ATX Mid Tower Case w/480 W Power Supply,,,ATX Mid Tower,Black,480 W,Acrylic,4,1,https://www.amazon.com/s?k=Logisys+CS309Bk+ATX+Mid+Tower+Case+w%2F480+W+Power+Supply&tag=bgfg-pc-builder-us-20
Sentey GS-6000R ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,4,https://www.amazon.com/s?k=Sentey+GS-6000R+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey GS-6500R ATX Full Tower Case,,,ATX Full Tower,Black / Red,None,None,5,5,https://www.amazon.com/s?k=Sentey+GS-6500R+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Sentey GS-6400W - ARVINA ATX Full Tower Case,,,ATX Full Tower,White / Black,None,None,5,5,https://www.amazon.com/s?k=Sentey+GS-6400W+-+ARVINA+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax ATX-298WR ATX Mid Tower Case,,,ATX Mid Tower,Black / Red,None,Acrylic,4,4,https://www.amazon.com/s?k=Raidmax+ATX-298WR+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone PS07B MicroATX Mini Tower Case,,,MicroATX Mini Tower,White,None,None,2,5,https://www.amazon.com/s?k=Silverstone+PS07B+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
NZXT Switch 810 ATX Full Tower Case,4.8,,ATX Full Tower,Black,None,Acrylic,4,6,https://www.amazon.com/s?k=NZXT+Switch+810+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Raider ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,None,4,6,https://www.amazon.com/s?k=BitFenix+Raider+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-C32B USB3.0 HTPC Case,,,HTPC,Black,None,None,2,4,https://www.amazon.com/s?k=Lian+Li+PC-C32B+USB3.0+HTPC+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-K65 ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,None,3,6,https://www.amazon.com/s?k=Lian+Li+PC-K65+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Super Hurricane ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Raidmax+Super+Hurricane+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cougar Solution RSB400 ATX Mid Tower Case w/400 W Power Supply,,,ATX Mid Tower,Black,400 W,None,3,6,https://www.amazon.com/s?k=Cougar+Solution+RSB400+ATX+Mid+Tower+Case+w%2F400+W+Power+Supply&tag=bgfg-pc-builder-us-20
Raidmax Seiran ATX Mid Tower Case,,,ATX Mid Tower,Red / Black,None,None,3,6,https://www.amazon.com/s?k=Raidmax+Seiran+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Xigmatek Asgard Pro ATX Mid Tower Case,3.0,,ATX Mid Tower,Black,None,None,3,7,https://www.amazon.com/s?k=Xigmatek+Asgard+Pro+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Viper ATX Mid Tower Case,3.0,,ATX Mid Tower,Red / Black,None,Acrylic,4,4,https://www.amazon.com/s?k=Raidmax+Viper+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
nMEDIAPC HTPC 7000B HTPC Case,,,HTPC,Black,None,None,1,3,https://www.amazon.com/s?k=nMEDIAPC+HTPC+7000B+HTPC+Case&tag=bgfg-pc-builder-us-20
HEC 6T10LOH585 MicroATX Mini Tower Case w/585 W Power Supply,,,MicroATX Mini Tower,Black,585 W,None,2,2,https://www.amazon.com/s?k=HEC+6T10LOH585+MicroATX+Mini+Tower+Case+w%2F585+W+Power+Supply&tag=bgfg-pc-builder-us-20
Antec One Illusion ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,5,https://www.amazon.com/s?k=Antec+One+Illusion+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cooler Master HAF XM ATX Mid Tower Case,,,ATX Mid Tower,Black / Red,None,Acrylic,3,6,https://www.amazon.com/s?k=Cooler+Master+HAF+XM+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-Q15 HTPC Case w/300 W Power Supply,,,HTPC,Black,300 W,None,1,1,https://www.amazon.com/s?k=Lian+Li+PC-Q15+HTPC+Case+w%2F300+W+Power+Supply&tag=bgfg-pc-builder-us-20
Lian Li PC-V700 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,1,6,https://www.amazon.com/s?k=Lian+Li+PC-V700+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-Q18 HTPC Case,,,HTPC,Silver,None,None,1,6,https://www.amazon.com/s?k=Lian+Li+PC-Q18+HTPC+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-Q25A Mini ITX Tower Case,,,Mini ITX Tower,Silver,None,None,N/A,7,https://www.amazon.com/s?k=Lian+Li+PC-Q25A+Mini+ITX+Tower+Case&tag=bgfg-pc-builder-us-20
NZXT Phantom 410 ATX Mid Tower Case,4.2,,ATX Mid Tower,Black / White,None,Acrylic,3,6,https://www.amazon.com/s?k=NZXT+Phantom+410+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Shinobi Window XL ATX Full Tower Case,5.0,,ATX Full Tower,Black,None,Acrylic,5,7,https://www.amazon.com/s?k=BitFenix+Shinobi+Window+XL+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Prodigy Mini ITX Tower Case,4.7,,Mini ITX Tower,Red,None,None,1,5,https://www.amazon.com/s?k=BitFenix+Prodigy+Mini+ITX+Tower+Case&tag=bgfg-pc-builder-us-20
DIYPC Alpha-DB6 ATX Test Bench Case,,,ATX Test Bench,White,None,None,1,N/A,https://www.amazon.com/s?k=DIYPC+Alpha-DB6+ATX+Test+Bench+Case&tag=bgfg-pc-builder-us-20
Cooler Master Elite 120 Advanced Mini ITX Tower Case,,,Mini ITX Tower,White,None,None,1,3,https://www.amazon.com/s?k=Cooler+Master+Elite+120+Advanced+Mini+ITX+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake Armor Revo Snow Edition ATX Full Tower Case,4.2,,ATX Full Tower,White / Black,None,Acrylic,4,6,https://www.amazon.com/s?k=Thermaltake+Armor+Revo+Snow+Edition+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Gigabyte GZ-KXA ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,4,5,https://www.amazon.com/s?k=Gigabyte+GZ-KXA+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Antec M FusionRemote HTPC Case w/350 W Power Supply,,,HTPC,Black / Silver,350 W,None,1,1,https://www.amazon.com/s?k=Antec+M+FusionRemote+HTPC+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake Spedo Advance Package ATX Full Tower Case,,,ATX Full Tower,Black / Silver,None,Acrylic,7,6,https://www.amazon.com/s?k=Thermaltake+Spedo+Advance+Package+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake Element T ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,6,https://www.amazon.com/s?k=Thermaltake+Element+T+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake ARMOR A90 ATX Mid Tower Case w/850 W Power Supply,,,ATX Mid Tower,Black / Silver,850 W,Acrylic,3,6,https://www.amazon.com/s?k=Thermaltake+ARMOR+A90+ATX+Mid+Tower+Case+w%2F850+W+Power+Supply&tag=bgfg-pc-builder-us-20
Thermaltake V6 BlacX Edition ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,8,3,https://www.amazon.com/s?k=Thermaltake+V6+BlacX+Edition+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Rosewill ARMOR ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,5,https://www.amazon.com/s?k=Rosewill+ARMOR+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Rosewill R101-P MicroATX Mid Tower Case w/450 W Power Supply,5.0,,MicroATX Mid Tower,Black,450 W,None,3,4,https://www.amazon.com/s?k=Rosewill+R101-P+MicroATX+Mid+Tower+Case+w%2F450+W+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill R103A ATX Mid Tower Case w/350 W Power Supply,3.5,,ATX Mid Tower,Black,350 W,None,4,4,https://www.amazon.com/s?k=Rosewill+R103A+ATX+Mid+Tower+Case+w%2F350+W+Power+Supply&tag=bgfg-pc-builder-us-20
Rosewill R218-P ATX Mid Tower Case,2.0,,ATX Mid Tower,Black,None,None,4,4,https://www.amazon.com/s?k=Rosewill+R218-P+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake WingMA MicroATX Mid Tower Case,,,MicroATX Mid Tower,Black / Silver,None,None,3,4,https://www.amazon.com/s?k=Thermaltake+WingMA+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-Q06 Mini ITX Test Bench Case,,,Mini ITX Test Bench,Black,None,None,1,1,https://www.amazon.com/s?k=Lian+Li+PC-Q06+Mini+ITX+Test+Bench+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-Q09F Mini ITX Desktop Case w/150 W Power Supply,,,Mini ITX Desktop,White,150 W,None,N/A,N/A,https://www.amazon.com/s?k=Lian+Li+PC-Q09F+Mini+ITX+Desktop+Case+w%2F150+W+Power+Supply&tag=bgfg-pc-builder-us-20
Lian Li PC-Q09 Mini ITX Desktop Case w/110 W Power Supply,,,Mini ITX Desktop,White,110 W,None,N/A,N/A,https://www.amazon.com/s?k=Lian+Li+PC-Q09+Mini+ITX+Desktop+Case+w%2F110+W+Power+Supply&tag=bgfg-pc-builder-us-20
Lian Li PC-B70 ATX Full Tower Case,,,ATX Full Tower,Black,None,None,5,10,https://www.amazon.com/s?k=Lian+Li+PC-B70+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-T60 ATX Test Bench Case,,,ATX Test Bench,Silver,None,None,2,3,https://www.amazon.com/s?k=Lian+Li+PC-T60+ATX+Test+Bench+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-T60 ATX Test Bench Case,,,ATX Test Bench,Red,None,None,2,3,https://www.amazon.com/s?k=Lian+Li+PC-T60+ATX+Test+Bench+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-A77F ATX Full Tower Case,4.0,,ATX Full Tower,Black,None,None,6,9,https://www.amazon.com/s?k=Lian+Li+PC-A77F+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
