name,rating,price,modules,price/gb,color,first word latency,cas latency,link
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,5.0,$102.99,2 x 16GB,$3.218,Black,12 ns,12 ns,https://www.amazon.com/dp/B0BZHTVHN5?tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,4.8,$59.99,2 x 8GB,$3.749,Black / Yellow,10 ns,10 ns,https://www.amazon.com/dp/B0143UM4TC?tag=bgfg-pc-builder-us-20
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$109.99,2 x 16GB,$3.437,Black / Gray,10 ns,10 ns,https://www.amazon.com/dp/B0C3RYHZJQ?tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 RGB 64 GB (2 x 32 GB) DDR5-6400 CL32 Memory,,$454.99,2 x 32GB,$6.797,Black / Silver,10 ns,10 ns,https://www.amazon.com/dp/B0BJ7X9P1W?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,5.0,$99.99,2 x 16GB,$3.125,Black,10 ns,10 ns,https://www.amazon.com/dp/B0C4NM8NMC?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,4.8,$104.99,2 x 16GB,$3.125,Black,10 ns,10 ns,https://www.amazon.com/dp/B082DGZJ9C?tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,4.8,$104.99,2 x 16GB,$3.281,Black / Yellow,10 ns,10 ns,https://www.amazon.com/dp/B07ZPLM1R1?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$239.99,2 x 16GB,$7.500,White,10 ns,10 ns,https://www.amazon.com/dp/B0B3HGJ4V7?tag=bgfg-pc-builder-us-20
G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,,2 x 16GB,N/A,Black,10 ns,10 ns,https://www.amazon.com/s?k=G.Skill+Flare+X5+32+GB+%282+x+16+GB%29+DDR5-6000+CL30+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$279.99,2 x 16GB,$8.125,Black,10 ns,10 ns,https://www.amazon.com/dp/B0BF8FVLSL?tag=bgfg-pc-builder-us-20
G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,4.9,$89.99,2 x 16GB,$2.781,Black,10 ns,10 ns,https://www.amazon.com/dp/B0171GQR0C?tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,4.8,$89.99,2 x 16GB,$2.812,Black / Yellow,10 ns,10 ns,https://www.amazon.com/dp/B07RW6Z692?tag=bgfg-pc-builder-us-20
Corsair Vengeance 64 GB (2 x 32 GB) DDR5-5200 CL40 Memory,,$279.99,2 x 32GB,$4.219,Black,15.385 ns,15.385 ns,https://www.amazon.com/dp/B09R7S7PXC?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,,$244.99,2 x 32GB,$3.672,Black,10 ns,10 ns,https://www.amazon.com/dp/B0C4Y588R7?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,$254.99,2 x 16GB,$7.343,White,12 ns,12 ns,https://www.amazon.com/dp/B0B7748PX5?tag=bgfg-pc-builder-us-20
Silicon Power GAMING 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,4.6,$44.97,2 x 8GB,$2.811,Black / Gray,10 ns,10 ns,https://www.amazon.com/dp/B08QV1V17R?tag=bgfg-pc-builder-us-20
Silicon Power Value Gaming 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$94.97,2 x 16GB,$2.968,Black,10 ns,10 ns,https://www.amazon.com/dp/B0CKF7XB3K?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$239.99,2 x 16GB,$7.500,Black,10 ns,10 ns,https://www.amazon.com/dp/B0B3HHB3Z9?tag=bgfg-pc-builder-us-20
Crucial Pro Overclocking 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,$104.99,2 x 16GB,$3.281,Black,12 ns,12 ns,https://www.amazon.com/dp/B0CTHXMYL8?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,4.8,$67.98,2 x 8GB,$4.249,Black,10 ns,10 ns,https://www.amazon.com/dp/B07D1XCKWW?tag=bgfg-pc-builder-us-20
G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,$189.99,2 x 16GB,$5.937,Black,12 ns,12 ns,https://www.amazon.com/dp/B0BFGB2D2Z?tag=bgfg-pc-builder-us-20
Corsair Dominator Titanium 64 GB (2 x 32 GB) DDR5-6600 CL32 Memory,,$324.99,2 x 32GB,$5.078,White,9.697 ns,9.697 ns,https://www.amazon.com/dp/B0CHSFVHGW?tag=bgfg-pc-builder-us-20
Corsair Vengeance 16 GB (2 x 8 GB) DDR5-5200 CL40 Memory,,$79.98,2 x 8GB,$4.374,Black,15.385 ns,15.385 ns,https://www.amazon.com/dp/B0BZHXGYWS?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$212.99,2 x 16GB,$6.656,Gray,10 ns,10 ns,https://www.amazon.com/s?k=Corsair+Vengeance+RGB+32+GB+%282+x+16+GB%29+DDR5-6000+CL30+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Vulcan Z 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,4.8,$48.99,2 x 8GB,$3.062,Black,10 ns,10 ns,https://www.amazon.com/dp/B07T637L7T?tag=bgfg-pc-builder-us-20
Silicon Power GAMING 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,4.2,$75.97,2 x 16GB,$2.374,Black,10 ns,10 ns,https://www.amazon.com/dp/B092ZCVHS8?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Create Expert 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$99.99,2 x 16GB,$3.125,White,10 ns,10 ns,https://www.amazon.com/dp/B0C4NKHXK7?tag=bgfg-pc-builder-us-20
Kingston FURY Beast 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$141.89,2 x 16GB,$4.434,Black,10 ns,10 ns,https://www.amazon.com/dp/B0CYHC58P6?tag=bgfg-pc-builder-us-20
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,$104.99,2 x 16GB,$3.281,Black,12 ns,12 ns,https://www.amazon.com/dp/B0CJ8ZHMVF?tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 64 GB (2 x 32 GB) DDR4-3200 CL16 Memory,4.9,$188.99,2 x 32GB,$2.953,Black / Yellow,10 ns,10 ns,https://www.amazon.com/dp/B07Y4ZZ7LQ?tag=bgfg-pc-builder-us-20
Corsair Dominator Platinum RGB 128 GB (8 x 16 GB) DDR4-3200 CL16 Memory,,$1209.99,8 x 16GB,$9.453,Black,10 ns,10 ns,https://www.amazon.com/s?k=Corsair+Dominator+Platinum+RGB+128+GB+%288+x+16+GB%29+DDR4-3200+CL16+Memory&tag=bgfg-pc-builder-us-20
Kingston FURY Beast 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,5.0,$65.50,2 x 8GB,$3.749,Black,10 ns,10 ns,https://www.amazon.com/dp/B097K2WBL3?tag=bgfg-pc-builder-us-20
Corsair Vengeance 64 GB (2 x 32 GB) DDR5-6400 CL32 Memory,,$329.99,2 x 32GB,$5.156,Black / Gray,10 ns,10 ns,https://www.amazon.com/dp/B0BTNW9XFZ?tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory,4.0,$269.99,2 x 16GB,$8.437,Black,10 ns,10 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z5+RGB+32+GB+%282+x+16+GB%29+DDR5-6400+CL32+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,5.0,$89.99,2 x 16GB,$2.812,White,10 ns,10 ns,https://www.amazon.com/dp/B08CLY6NMN?tag=bgfg-pc-builder-us-20
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$119.99,2 x 16GB,$3.750,Black / Silver,10 ns,10 ns,https://www.amazon.com/dp/B0CBRJ63RT?tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 Neo 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,,$379.99,2 x 32GB,$5.937,Black / Silver,10 ns,10 ns,https://www.amazon.com/dp/B0BJP3MRW1?tag=bgfg-pc-builder-us-20
G.Skill Flare X5 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,,$194.99,2 x 32GB,$3.047,Black,10 ns,10 ns,https://www.amazon.com/s?k=G.Skill+Flare+X5+64+GB+%282+x+32+GB%29+DDR5-6000+CL30+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 Royal Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL28 Memory,5.0,$149.99,2 x 16GB,$4.000,Silver,9.333 ns,9.333 ns,https://www.amazon.com/dp/B0DD2LKVMD?tag=bgfg-pc-builder-us-20
Patriot Viper Venom 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$91.99,2 x 16GB,$2.875,Black / White,10 ns,10 ns,https://www.amazon.com/dp/B0D4NLSP87?tag=bgfg-pc-builder-us-20
G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,4.8,$52.99,2 x 8GB,$3.124,Black,10 ns,10 ns,https://www.amazon.com/dp/B015FXXBW0?tag=bgfg-pc-builder-us-20
Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-5200 CL40 Memory,,$95.51,2 x 8GB,$5.969,Black,15.385 ns,15.385 ns,https://www.amazon.com/dp/B09T97ZSVB?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Vulcan 32 GB (2 x 16 GB) DDR5-6000 CL38 Memory,,$79.98,2 x 16GB,$2.499,Black,12.667 ns,12.667 ns,https://www.amazon.com/dp/B0BNTRRLYP?tag=bgfg-pc-builder-us-20
Kingston FURY Beast 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,5.0,$128.66,2 x 16GB,$3.899,Black,10 ns,10 ns,https://www.amazon.com/dp/B097K2WKZW?tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 Neo RGB 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,5.0,$433.23,2 x 32GB,$6.094,Black / Silver,10 ns,10 ns,https://www.amazon.com/dp/B0BJNTLJ5X?tag=bgfg-pc-builder-us-20
G.Skill Ripjaws S5 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,,2 x 16GB,N/A,Black,10 ns,10 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+S5+32+GB+%282+x+16+GB%29+DDR5-6000+CL30+Memory&tag=bgfg-pc-builder-us-20
Corsair Dominator Titanium 64 GB (2 x 32 GB) DDR5-6600 CL32 Memory,,$324.99,2 x 32GB,$5.078,Black,9.697 ns,9.697 ns,https://www.amazon.com/dp/B0CHSJGCJ2?tag=bgfg-pc-builder-us-20
Crucial CT64G4YFQ426S 64 GB (1 x 64 GB) Registered DDR4-2666 CL19 Memory,,$649.95,1 x 64GB,$10.155,Green / Black,14.254 ns,14.254 ns,https://www.amazon.com/dp/B07FBBSM1R?tag=bgfg-pc-builder-us-20
Patriot Viper Black 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,$194.99,2 x 16GB,$6.093,Black / White,12 ns,12 ns,https://www.amazon.com/dp/B09XY6KX8P?tag=bgfg-pc-builder-us-20
G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-3600 CL16 Memory,4.9,$72.98,2 x 8GB,$4.124,Black,8.889 ns,8.889 ns,https://www.amazon.com/dp/B07X8DVDZZ?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB 128 GB (4 x 32 GB) DDR5-5600 CL40 Memory,,$444.99,4 x 32GB,$3.476,Black,14.286 ns,14.286 ns,https://www.amazon.com/dp/B0CFZR4YCC?tag=bgfg-pc-builder-us-20
G.Skill Ripjaws V 32 GB (2 x 16 GB) DDR4-3600 CL16 Memory,4.8,$129.99,2 x 16GB,$4.062,Black,8.889 ns,8.889 ns,https://www.amazon.com/dp/B07Z45XB3G?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6400 CL36 Memory,,$124.99,2 x 16GB,$3.718,Black,11.25 ns,11.25 ns,https://www.amazon.com/dp/B0BXHC74WD?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Vulcan Z 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,4.8,$75.98,2 x 16GB,$2.343,Gray,10 ns,10 ns,https://www.amazon.com/dp/B08NVQZ9XQ?tag=bgfg-pc-builder-us-20
G.Skill Ripjaws V 64 GB (4 x 16 GB) DDR4-3200 CL14 Memory,,,4 x 16GB,N/A,Black,8.75 ns,8.75 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+V+64+GB+%284+x+16+GB%29+DDR4-3200+CL14+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-7200 CL34 Memory,,$309.99,2 x 16GB,$9.375,Black,9.444 ns,9.444 ns,https://www.amazon.com/dp/B0BJ834CB2?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Vulcan Z 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,4.7,$89.99,2 x 16GB,$2.656,Black,10 ns,10 ns,https://www.amazon.com/dp/B08MDZ9YFR?tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 RGB 48 GB (2 x 24 GB) DDR5-8400 CL40 Memory,,,2 x 24GB,$8.333,Black,9.524 ns,9.524 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z5+RGB+48+GB+%282+x+24+GB%29+DDR5-8400+CL40+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory,4.8,$54.99,2 x 8GB,$3.437,Black,10 ns,10 ns,https://www.amazon.com/dp/B07RM39V5F?tag=bgfg-pc-builder-us-20
Crucial Pro Overclocking 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,$114.99,2 x 16GB,$3.593,White,12 ns,12 ns,https://www.amazon.com/dp/B0D2JLWLWZ?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB Pro SL 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,4.6,$117.99,2 x 16GB,$3.687,White / Black,10 ns,10 ns,https://www.amazon.com/dp/B08SQRF8MJ?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Vulcan 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$96.99,2 x 16GB,$3.031,Black,10 ns,10 ns,https://www.amazon.com/dp/B0CBBDVTYD?tag=bgfg-pc-builder-us-20
Silicon Power XPOWER Zenith Gaming 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$96.97,2 x 16GB,$3.030,White,10 ns,10 ns,https://www.amazon.com/dp/B0CLVCSKLS?tag=bgfg-pc-builder-us-20
Corsair Dominator Titanium 96 GB (2 x 48 GB) DDR5-6600 CL32 Memory,,$449.99,2 x 48GB,$4.583,White,9.697 ns,9.697 ns,https://www.amazon.com/dp/B0CHSBW8FV?tag=bgfg-pc-builder-us-20
Silicon Power XPOWER Zenith Gaming 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$99.97,2 x 16GB,$3.124,Black,10 ns,10 ns,https://www.amazon.com/dp/B0CLVCLYK4?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Delta RGB 64 GB (2 x 32 GB) DDR5-6000 CL38 Memory,,$249.99,2 x 32GB,$3.906,White / Silver,12.667 ns,12.667 ns,https://www.amazon.com/dp/B0BNTXVW8V?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB 192 GB (4 x 48 GB) DDR5-5200 CL38 Memory,,$564.99,4 x 48GB,$2.943,Black,14.615 ns,14.615 ns,https://www.amazon.com/dp/B0BY6Y85PZ?tag=bgfg-pc-builder-us-20
Silicon Power SP016GBLFU320B22 16 GB (2 x 8 GB) DDR4-3200 CL22 Memory,,$41.99,2 x 8GB,$2.624,N/A,13.75 ns,13.75 ns,https://www.amazon.com/dp/B0924LFB3Z?tag=bgfg-pc-builder-us-20
G.Skill Trident Z 32 GB (2 x 16 GB) DDR5-6000 CL40 Memory,,$754.94,2 x 16GB,$23.592,White / Black,13.333 ns,13.333 ns,https://www.amazon.com/dp/B09MZLBVZL?tag=bgfg-pc-builder-us-20
Corsair Dominator Titanium 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,4.0,$174.99,2 x 16GB,$5.468,White,10 ns,10 ns,https://www.amazon.com/dp/B0CHSGCFQT?tag=bgfg-pc-builder-us-20
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory,4.8,$128.81,2 x 8GB,$4.624,Black,10 ns,10 ns,https://www.amazon.com/dp/B07D97JWDR?tag=bgfg-pc-builder-us-20
Crucial Pro 32 GB (2 x 16 GB) DDR4-3200 CL22 Memory,,$61.99,2 x 16GB,$1.937,Black,13.75 ns,13.75 ns,https://www.amazon.com/dp/B0C29R9LNL?tag=bgfg-pc-builder-us-20
Corsair Vengeance 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,,$209.99,2 x 32GB,$3.281,Black / Gray,10 ns,10 ns,https://www.amazon.com/dp/B0C5M6SJYW?tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,5.0,$239.99,2 x 16GB,$6.875,Black,12 ns,12 ns,https://www.amazon.com/dp/B09R9GYN2W?tag=bgfg-pc-builder-us-20
Corsair Dominator Titanium 96 GB (2 x 48 GB) DDR5-6600 CL32 Memory,,$454.99,2 x 48GB,$4.583,Black,9.697 ns,9.697 ns,https://www.amazon.com/dp/B0CHSDT7MC?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory,4.9,$64.98,2 x 8GB,$4.061,White,10 ns,10 ns,https://www.amazon.com/dp/B08FBGSPK2?tag=bgfg-pc-builder-us-20
Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$166.99,2 x 16GB,$4.375,Black,10 ns,10 ns,https://www.amazon.com/dp/B0CYM58GFS?tag=bgfg-pc-builder-us-20
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,5.0,$129.50,2 x 16GB,$3.718,Black,10 ns,10 ns,https://www.amazon.com/dp/B07F3C3SH1?tag=bgfg-pc-builder-us-20
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL28 Memory,5.0,$135.99,2 x 16GB,$4.125,Black,9.333 ns,9.333 ns,https://www.amazon.com/dp/B0DFMSNWCJ?tag=bgfg-pc-builder-us-20
Patriot Viper Venom 64 GB (2 x 32 GB) DDR5-6400 CL32 Memory,,$189.99,2 x 32GB,$2.969,Black / White,10 ns,10 ns,https://www.amazon.com/dp/B0C9X9T6TP?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,4.8,$85.23,2 x 8GB,$4.562,White,10 ns,10 ns,https://www.amazon.com/dp/B07D5SN1ZK?tag=bgfg-pc-builder-us-20
G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,4.9,$185.99,2 x 16GB,$3.593,Black,10 ns,10 ns,https://www.amazon.com/dp/B07Z87ZMN3?tag=bgfg-pc-builder-us-20
G.Skill Aegis 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,4.7,$64.62,2 x 8GB,$3.124,Red / Black,10 ns,10 ns,https://www.amazon.com/dp/B07YV61K16?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,$105.99,2 x 16GB,$3.312,White / Silver,12 ns,12 ns,https://www.amazon.com/dp/B0CDY46PFK?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB 96 GB (2 x 48 GB) DDR5-6000 CL30 Memory,,$354.99,2 x 48GB,$3.698,Black / Silver,10 ns,10 ns,https://www.amazon.com/dp/B0CCXQF414?tag=bgfg-pc-builder-us-20
Crucial Pro 32 GB (2 x 16 GB) DDR5-5600 CL46 Memory,,$252.99,2 x 16GB,$7.906,Black,16.429 ns,16.429 ns,https://www.amazon.com/s?k=Crucial+Pro+32+GB+%282+x+16+GB%29+DDR5-5600+CL46+Memory&tag=bgfg-pc-builder-us-20
Corsair Vengeance LPX 8 GB (1 x 8 GB) DDR4-2400 CL16 Memory,4.9,$34.99,1 x 8GB,$3.749,Black / Yellow,13.333 ns,13.333 ns,https://www.amazon.com/dp/B01ARHBBPS?tag=bgfg-pc-builder-us-20
G.Skill Aegis 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,4.8,$89.99,2 x 16GB,$2.812,Red / Black,10 ns,10 ns,https://www.amazon.com/dp/B08175L812?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6400 CL32 Memory,4.5,$219.99,2 x 32GB,$3.437,Black / Gray,10 ns,10 ns,https://www.amazon.com/dp/B0C1RGLVZ8?tag=bgfg-pc-builder-us-20
Kingston FURY Beast RGB 16 GB (2 x 8 GB) DDR5-6000 CL36 Memory,,$92.43,2 x 8GB,$5.777,Black,12 ns,12 ns,https://www.amazon.com/dp/B0BRTKL725?tag=bgfg-pc-builder-us-20
Crucial Pro 32 GB (2 x 16 GB) DDR5-5600 CL46 Memory,,$89.99,2 x 16GB,$2.812,Black,16.429 ns,16.429 ns,https://www.amazon.com/dp/B0C2B7W1W4?tag=bgfg-pc-builder-us-20
Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,,$234.99,2 x 32GB,$3.672,White / Silver,10 ns,10 ns,https://www.amazon.com/dp/B0CD7VZKN6?tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 RGB 64 GB (2 x 32 GB) DDR5-6800 CL34 Memory,,$269.99,2 x 32GB,$4.219,Black,10 ns,10 ns,https://www.amazon.com/dp/B0C5Z8VJN5?tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6400 CL30 Memory,5.0,$124.99,2 x 16GB,$3.906,Black,9.375 ns,9.375 ns,https://www.amazon.com/dp/B0DD2M5247?tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 Royal 64 GB (2 x 32 GB) DDR5-6400 CL32 Memory,,,2 x 32GB,$3.594,Silver,10 ns,10 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z5+Royal+64+GB+%282+x+32+GB%29+DDR5-6400+CL32+Memory&tag=bgfg-pc-builder-us-20
Silicon Power XPOWER Zenith RGB Gaming 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,$109.99,2 x 16GB,$3.437,White,10 ns,10 ns,https://www.amazon.com/dp/B0CLVBQWDL?tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 Royal 32 GB (2 x 16 GB) DDR5-6400 CL30 Memory,,$149.99,2 x 16GB,$4.687,White,9.375 ns,9.375 ns,https://www.amazon.com/dp/B0DD2H378J?tag=bgfg-pc-builder-us-20
Timetec PINNACLE Konduit 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,$32.99,2 x 8GB,$2.062,White,10 ns,10 ns,https://www.amazon.com/s?k=Timetec+PINNACLE+Konduit+16+GB+%282+x+8+GB%29+DDR4-3200+CL16+Memory&tag=bgfg-pc-builder-us-20
Crucial Ballistix MAX 16 GB (2 x 8 GB) DDR4-5100 CL19 Memory,5.0,$348.99,2 x 8GB,$21.812,Black,7.451 ns,7.451 ns,https://www.amazon.com/dp/B08DRQ2M18?tag=bgfg-pc-builder-us-20
Patriot Viper Black 16 GB (2 x 8 GB) DDR5-5200 CL36 Memory,,$144.24,2 x 8GB,$9.015,Black / White,13.846 ns,13.846 ns,https://www.amazon.com/dp/B09XY688YP?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Create Master 64 GB (4 x 16 GB) Registered DDR5-6800 CL34 Memory,,,4 x 16GB,N/A,Black,10 ns,10 ns,https://www.amazon.com/s?k=TEAMGROUP+T-Create+Master+64+GB+%284+x+16+GB%29+Registered+DDR5-6800+CL34+Memory&tag=bgfg-pc-builder-us-20
V-Color TRA516G72S834Q 64 GB (4 x 16 GB) Registered DDR5-7200 CL34 Memory,,$759.99,4 x 16GB,$11.875,White,9.444 ns,9.444 ns,https://www.amazon.com/dp/B0CQCP5HTJ?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Delta RGB Eco 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory,,,2 x 16GB,N/A,Silver,10 ns,10 ns,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Delta+RGB+Eco+32+GB+%282+x+16+GB%29+DDR5-6400+CL32+Memory&tag=bgfg-pc-builder-us-20
Silicon Power XPOWER Storm RGB 32 GB (2 x 16 GB) DDR5-6800 CL34 Memory,,,2 x 16GB,N/A,Black,10 ns,10 ns,https://www.amazon.com/s?k=Silicon+Power+XPOWER+Storm+RGB+32+GB+%282+x+16+GB%29+DDR5-6800+CL34+Memory&tag=bgfg-pc-builder-us-20
Corsair XMS2 DHX 4 GB (2 x 2 GB) DDR2-800 CL4 Memory,4.0,,2 x 2GB,N/A,Black / White,10 ns,10 ns,https://www.amazon.com/s?k=Corsair+XMS2+DHX+4+GB+%282+x+2+GB%29+DDR2-800+CL4+Memory&tag=bgfg-pc-builder-us-20
Kingston HyperX 1 GB (1 x 1 GB) DDR2-1066 CL5 Memory,,,1 x 1GB,N/A,Blue / White,9.381 ns,9.381 ns,https://www.amazon.com/s?k=Kingston+HyperX+1+GB+%281+x+1+GB%29+DDR2-1066+CL5+Memory&tag=bgfg-pc-builder-us-20
Patriot Extreme Performance 4 GB (2 x 2 GB) DDR2-800 CL5 Memory,,,2 x 2GB,N/A,Black / Silver,12.5 ns,12.5 ns,https://www.amazon.com/s?k=Patriot+Extreme+Performance+4+GB+%282+x+2+GB%29+DDR2-800+CL5+Memory&tag=bgfg-pc-builder-us-20
OCZ Reaper HPC 4 GB (2 x 2 GB) DDR2-1066 CL5 Memory,,,2 x 2GB,N/A,Black / Silver,9.381 ns,9.381 ns,https://www.amazon.com/s?k=OCZ+Reaper+HPC+4+GB+%282+x+2+GB%29+DDR2-1066+CL5+Memory&tag=bgfg-pc-builder-us-20
OCZ Gold Edition 4 GB (2 x 2 GB) DDR3-1066 CL7 Memory,,,2 x 2GB,N/A,Black / Gold,13.133 ns,13.133 ns,https://www.amazon.com/s?k=OCZ+Gold+Edition+4+GB+%282+x+2+GB%29+DDR3-1066+CL7+Memory&tag=bgfg-pc-builder-us-20
